restaurant_id,zomato_rating,zomato_total_reviews,zomato_delivery_fee_inr,zomato_avg_delivery_time_minutes,zomato_platform_commission_pct,zomato_discount_frequency_pct,zomato_estimated_monthly_orders,zomato_estimated_monthly_revenue_inr,zomato_estimated_net_profit_inr,zomato_market_share_pct
REST002337,4.2,3803,31,34,25,24,368,268548,262844,40
REST002338,4.3,4930,87,51,20,19,140,56224,50134,48
REST002339,4.2,309,57,45,15,21,181,87540,82382,50
REST002340,3.3,3525,50,41,27,13,256,37749,31349,27
REST002341,4.4,4012,53,38,23,24,299,109359,101435,42
REST002342,3.7,2100,33,27,23,9,236,153371,149477,31
REST002343,4,959,60,44,22,20,137,92754,88644,45
REST002344,3.8,1601,62,38,20,13,183,25912,20239,43
REST002345,4.4,3445,80,43,22,10,194,49935,42175,38
REST002346,3.9,3765,40,28,19,10,177,188244,184704,49
REST002347,3.8,3022,73,48,18,11,247,295708,286692,57
REST002348,3.9,2741,94,56,24,8,308,249529,235053,27
REST002349,4,145,41,34,25,11,267,162202,156729,29
REST002350,4.3,3922,87,52,25,19,356,56070,40584,33
REST002351,4.1,151,86,45,12,12,167,45704,38523,57
REST002352,4,4168,30,31,27,13,338,345189,340119,45
REST002353,4.6,3520,60,40,20,20,187,144663,139053,54
REST002354,4.1,2863,60,44,20,15,202,108110,102050,50
REST002355,4,415,76,49,18,21,192,196327,189031,48
REST002356,3.6,4219,77,47,19,12,103,122725,118760,48
REST002357,4,2130,49,35,22,21,199,126969,122094,45
REST002358,3.6,979,30,32,13,11,114,20926,19216,47
REST002359,4.2,921,51,34,19,25,212,250196,244790,49
REST002360,3.9,907,91,57,21,5,203,33036,23799,36
REST002361,3.7,539,30,30,20,11,143,135106,132961,42
REST002362,3.9,1359,77,55,21,7,262,267625,257538,48
REST002363,4,2066,80,54,20,17,259,292773,282413,36
REST002364,3.4,801,37,28,17,5,148,169519,166781,52
REST002365,3.8,113,73,54,20,7,191,120864,113893,46
REST002366,3.1,3439,52,49,20,5,152,105427,101475,47
REST002367,3.9,4561,39,27,22,10,180,94348,90838,35
REST002368,3.7,477,60,39,22,6,207,190684,184474,48
REST002369,3.8,43,87,45,19,14,117,119315,114225,37
REST002370,4.3,3235,32,19,28,14,293,39238,34550,27
REST002371,4.4,1083,82,53,21,16,247,229863,219736,57
REST002372,4.5,4989,85,51,22,26,210,199180,190255,51
REST002373,3.8,230,86,46,23,11,217,139854,130523,48
REST002374,3.2,2270,63,38,15,8,123,82699,78824,53
REST002375,4.4,2386,75,40,22,13,212,244567,236617,47
REST002376,5,3877,88,49,22,37,232,35287,25079,54
REST002377,4.6,2468,74,37,23,23,274,240939,230801,48
REST002378,4.3,821,87,39,20,13,161,147347,140343,43
REST002379,3.8,2459,49,28,20,12,254,119684,113461,43
REST002380,3.5,435,75,56,19,11,107,90916,86904,38
REST002381,4,1979,51,31,22,15,182,142385,137744,55
REST002382,4.6,3628,30,40,20,27,120,105312,103512,42
REST002383,3.4,145,68,50,17,15,199,187137,180371,48
REST002384,3.9,429,80,45,15,13,135,25245,19845,59
REST002385,4.1,4136,34,19,19,16,201,176323,172906,54
REST002386,4.3,4063,49,34,27,17,302,176588,169189,34
REST002387,3.8,3913,48,36,22,8,245,160715,154835,39
REST002388,4.1,3635,30,33,23,12,119,98410,96625,37
REST002389,4.4,4110,37,40,21,13,277,62147,57023,53
REST002390,3.7,4942,30,30,14,8,130,55229,53279,48
REST002391,4.5,488,30,30,27,24,327,75193,70288,29
REST002392,4.2,53,91,51,14,15,136,116843,110655,60
REST002393,4.1,3630,78,48,19,23,197,239195,231512,43
REST002394,4.5,2321,31,30,18,27,270,236233,232048,40
REST002395,4,1825,30,33,22,20,340,316914,311814,28
REST002396,3.5,1162,71,45,20,12,89,64222,61062,38
REST002397,3.9,4851,59,35,19,13,147,65845,61509,41
REST002398,3.6,1317,61,43,23,9,214,166098,159571,44
REST002399,3.7,4776,58,32,17,7,163,20564,15837,52
REST002400,3.9,1102,31,27,21,13,214,115975,112658,59
REST002401,3.9,2759,89,57,19,11,207,71259,62048,50
REST002402,4.4,1317,42,29,20,12,199,49511,45332,44
REST002403,4.6,4734,80,52,22,40,309,258855,246495,57
REST002404,4.2,4026,43,38,20,21,109,46564,44221,46
REST002405,4.1,4843,87,55,14,18,129,81762,76151,46
REST002406,3.9,1494,93,59,19,10,184,104626,96070,51
REST002407,4,954,59,36,19,10,168,38918,33962,38
REST002408,4,1131,90,54,14,20,150,123195,116445,59
REST002409,4.2,3987,70,49,22,14,224,34594,26754,48
REST002410,4.7,1746,41,31,21,30,301,116992,110822,47
REST002411,4.7,3112,33,19,18,30,314,61795,56614,50
REST002412,3.5,2377,80,51,28,14,292,315360,303680,28
REST002413,3.7,4381,30,23,21,9,90,64203,62853,48
REST002414,4.6,3675,37,25,23,22,401,449569,442150,41
REST002415,4.2,776,54,37,22,17,227,157583,151454,44
REST002416,3.8,3623,77,45,18,6,176,78510,71734,46
REST002417,3.2,4465,53,40,22,11,115,112573,109526,43
REST002418,4.3,1062,45,28,18,11,150,174045,170670,38
REST002419,4,2413,50,32,21,25,113,59453,56628,43
REST002420,3.5,672,76,43,22,10,231,101261,92483,53
REST002421,3.8,709,33,24,22,13,136,20367,18123,45
REST002422,3.7,285,58,43,17,15,143,159163,155016,53
REST002423,4.1,1473,89,51,18,24,119,143247,137951,36
REST002424,4.2,1840,30,24,21,21,158,26586,24216,52
REST002425,3.9,1911,30,25,21,9,123,81525,79680,50
REST002426,4,894,82,46,19,10,259,302936,292317,58
REST002427,3.6,3905,54,34,27,15,279,152141,144608,32
REST002428,4.9,3736,49,43,23,30,406,237278,227331,39
REST002429,4.2,1426,48,34,19,25,281,55536,48792,54
REST002430,4,764,36,26,20,11,185,61568,58238,47
REST002431,4.2,2229,61,46,17,20,146,125542,121089,50
REST002432,4.2,3695,34,27,22,18,344,281199,275351,35
REST002433,3.9,392,36,34,21,15,166,125107,122119,35
REST002434,3.7,373,55,46,24,9,298,190016,181821,30
REST002435,4.3,3659,86,49,23,11,239,142255,131978,46
REST002436,4.2,4385,40,36,14,21,187,34254,30514,57
REST002437,3.9,4823,30,26,21,5,115,60506,58781,41
REST002438,4,279,30,20,20,24,228,34108,30688,57
REST002439,4.3,3466,52,37,27,15,307,95694,87712,41
REST002440,3.7,2193,92,58,17,12,92,70251,66019,44
REST002441,4.6,1389,59,34,18,38,195,146788,141035,57
REST002442,4.1,1851,34,35,20,10,107,26707,24888,49
REST002443,3.8,2278,64,41,17,13,170,121346,115906,58
REST002444,3.9,4377,35,29,21,13,197,202163,198715,39
REST002445,4.2,867,79,49,25,12,329,327190,314195,32
REST002446,4.3,3385,93,56,26,20,262,56225,44042,36
REST002447,3.8,4732,86,50,21,14,131,53711,48078,36
REST002448,4,1295,49,33,26,20,245,49313,43311,40
REST002449,4.2,1894,70,46,22,22,132,152174,147554,52
REST002450,4.7,1498,30,25,18,30,226,131391,128001,53
REST002451,4.6,2056,59,30,20,26,222,145099,138550,44
REST002452,4,1764,82,49,19,21,134,111144,105650,49
REST002453,3.8,3064,57,41,21,14,114,77991,74742,47
REST002454,3.8,1560,80,58,20,7,110,40040,35640,52
REST002455,3.5,4666,64,43,16,14,112,72347,68763,53
REST002456,4.1,533,87,45,16,24,181,45612,37738,51
REST002457,4.1,3322,35,21,20,19,252,241920,237510,54
REST002458,4.1,2568,75,49,14,12,135,70704,65642,52
REST002459,4,2367,93,50,20,13,175,172480,164342,40
REST002460,3.6,3496,76,39,27,8,236,54957,45989,41
REST002461,4.4,4921,79,49,20,12,118,92417,87756,46
REST002462,3.9,3713,30,17,27,15,293,63953,59558,43
REST002463,4.4,765,92,53,28,14,357,274004,257582,39
REST002464,4.1,4321,67,38,27,13,364,392468,380274,28
REST002465,4,1116,30,22,19,25,254,253060,249250,49
REST002466,4.2,1970,30,29,21,25,174,100070,97460,54
REST002467,4.4,4073,30,25,27,11,268,86668,82648,41
REST002468,3.5,3532,72,45,17,8,117,48652,44440,60
REST002469,3.8,2130,49,35,27,15,316,202998,195256,44
REST002470,3.7,4407,60,32,28,10,284,238014,229494,39
REST002471,4.7,2325,30,31,17,21,222,101343,98013,49
REST002472,4.7,3807,67,43,17,32,209,218919,211917,49
REST002473,3.5,1406,82,44,19,6,153,62584,56311,45
REST002474,3.6,837,77,49,17,6,121,72912,68253,51
REST002475,3.1,3497,34,27,17,5,138,148902,146556,39
REST002476,3.8,3808,86,49,19,7,254,218701,207779,50
REST002477,3.4,2275,47,31,18,8,122,34213,31346,39
REST002478,4.6,3384,49,30,19,29,144,100193,96665,54
REST002479,3.2,759,35,34,22,9,266,113699,109044,43
REST002480,3.7,1553,55,33,23,9,140,143158,139308,49
REST002481,4.5,1107,48,34,17,21,109,76537,73921,53
REST002482,4.2,4171,89,52,21,23,189,38671,30260,36
REST002483,3.9,4043,80,51,18,14,123,144330,139410,57
REST002484,3.6,1914,67,43,24,6,300,151620,141570,44
REST002485,4.1,2039,59,44,19,12,120,21870,18330,52
REST002486,3.4,3449,31,27,21,6,219,28373,24979,46
REST002487,4.3,2051,30,24,18,23,149,134764,132529,43
REST002488,4.7,2015,41,34,18,31,299,105917,99788,55
REST002489,4,4139,50,42,16,23,161,99401,95376,49
REST002490,3.3,2328,91,51,13,15,137,81049,74815,55
REST002491,3.4,4135,79,46,26,7,277,273238,262296,37
REST002492,4.9,1110,41,34,24,36,420,302601,293991,35
REST002493,4.5,1023,64,44,26,25,390,84559,72079,34
REST002494,3.8,1222,77,42,23,10,302,338578,326951,29
REST002495,4.3,3373,43,33,13,14,149,107204,104000,55
REST002496,4,4302,53,41,18,11,115,84021,80973,52
REST002497,4,112,33,35,13,12,129,143205,141076,46
REST002498,3.8,3608,37,27,22,14,94,79405,77666,38
REST002499,4.1,3967,72,48,22,11,209,200025,192501,42
REST002500,4.6,1004,80,47,20,36,258,242726,232406,40
