restaurant_id,swiggy_rating,swiggy_total_reviews,swiggy_delivery_fee_inr,swiggy_avg_delivery_time_minutes,swiggy_platform_commission_pct,swiggy_discount_frequency_pct,swiggy_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,swiggy_market_share_pct
REST002335,4.2,4138,74,44,18,22,133,79395,74474,47
REST002336,3.7,3765,84,49,19,12,136,90771,85059,62
REST002337,3.7,2594,31,27,24,6,324,239591,234569,60
REST002338,4,3475,87,47,18,25,131,53924,48226,52
REST002339,3.8,2752,57,36,18,15,163,76052,71407,50
REST002340,4.5,2515,50,38,26,24,350,52318,43568,73
REST002341,3.6,372,53,32,27,10,244,84607,78141,58
REST002342,4.1,4778,33,30,26,23,262,163634,159311,69
REST002343,4.3,1967,60,36,19,11,147,103352,98942,55
REST002344,4,361,62,50,22,16,193,26645,20662,57
REST002345,3.9,4707,80,43,17,5,172,47110,40230,62
REST002346,3.5,1175,40,31,22,9,159,162838,159658,51
REST002347,3.8,2427,73,43,19,6,247,292102,283086,43
REST002348,3.7,4688,94,62,27,5,292,227228,213504,73
REST002349,4.2,1427,41,26,23,10,280,174636,168896,71
REST002350,3.6,465,87,64,22,12,298,48812,35849,67
REST002351,4,674,86,55,13,22,163,44102,37093,43
REST002352,4.1,1204,30,23,23,20,346,372721,367531,55
REST002353,3.3,3962,60,34,17,12,134,107549,103529,46
REST002354,4.3,2771,60,42,20,18,212,113462,107102,50
REST002355,4.2,3496,76,55,21,17,201,198011,190373,52
REST002356,3.6,1781,77,58,23,9,103,116665,112699,52
REST002357,4,3681,49,34,18,11,199,133481,128605,55
REST002358,4.5,2567,30,25,14,28,143,25948,23803,53
REST002359,4,800,51,36,20,18,202,235451,230300,51
REST002360,3.1,3982,91,49,18,13,161,27196,19870,64
REST002361,4.5,3665,30,27,23,23,174,158230,155620,58
REST002362,3.5,4646,77,48,23,5,235,233968,224920,52
REST002363,4,2978,80,51,21,20,259,289113,278753,64
REST002364,3.6,4273,37,29,18,7,157,177661,174756,48
REST002365,3.6,1384,73,52,17,11,181,118831,112225,54
REST002366,3.8,3482,52,37,23,12,186,124171,119335,53
REST002367,4.7,3721,39,30,20,37,218,117196,112945,65
REST002368,3.6,2199,60,40,17,7,201,197026,190996,52
REST002369,4.1,3648,87,66,23,16,127,123117,117593,63
REST002370,2.5,1202,32,29,26,14,170,23398,20678,73
REST002371,4.3,3237,82,54,21,20,241,224279,214398,43
REST002372,3.7,1030,85,48,20,7,173,168294,160941,49
REST002373,4.3,2315,86,49,18,16,245,168153,157618,52
REST002374,3.7,14,63,42,14,10,142,96596,92123,47
REST002375,3.6,608,75,55,18,5,173,209810,203323,53
REST002376,4.1,5000,88,59,18,18,190,30381,22021,46
REST002377,4.7,2422,74,35,22,30,280,249412,239052,52
REST002378,5,4918,87,56,19,37,188,174208,166030,57
REST002379,4.6,3459,49,36,18,32,307,148274,140753,57
REST002380,4.3,1594,75,41,22,13,131,107186,102274,62
REST002381,3.4,4116,51,38,17,7,155,129035,125083,45
REST002382,3.7,707,30,34,19,11,97,86191,84736,58
REST002383,4.7,2012,68,45,20,22,276,250166,240782,52
REST002384,4.1,2860,80,43,16,20,142,26241,20561,41
REST002385,4.1,1374,34,32,20,11,201,174146,170729,46
REST002386,3.6,1000,49,36,25,9,253,151989,145791,66
REST002387,4.5,2532,48,44,22,37,290,190234,183274,61
REST002388,3.6,201,30,25,22,12,104,87122,85562,63
REST002389,4,1189,37,27,17,22,251,59165,54522,47
REST002390,4,3374,30,26,16,13,140,58094,55994,52
REST002391,4.5,201,30,29,28,25,327,74163,69258,71
REST002392,4.7,4975,91,60,18,32,152,124515,117599,40
REST002393,3.5,219,78,58,18,6,168,206502,199950,57
REST002394,4.5,3512,31,35,19,22,270,233352,229167,60
REST002395,4.3,4228,30,32,22,13,365,340216,334741,72
REST002396,4.5,3684,71,46,20,36,114,82262,78215,62
REST002397,4.1,491,59,38,20,12,154,68129,63586,59
REST002398,4.1,4397,61,41,18,18,244,201680,194238,56
REST002399,4,4022,58,45,15,16,176,22739,17635,48
REST002400,3.6,1127,31,24,21,9,198,107304,104235,41
REST002401,3.8,3209,89,54,19,11,201,69194,60249,50
REST002402,3.9,613,42,32,22,9,176,42694,38998,56
REST002403,4.4,1319,80,41,17,12,295,262968,251168,43
REST002404,3.6,2437,43,36,23,10,93,38239,36240,54
REST002405,4.1,4809,87,51,13,15,129,82713,77102,54
REST002406,3.6,4602,93,58,21,12,170,94278,86373,49
REST002407,3.7,2431,59,44,21,5,156,35246,30644,62
REST002408,3.9,1056,90,56,14,13,146,119909,113339,41
REST002409,3.9,3874,70,53,18,12,208,33770,26490,52
REST002410,4.4,2078,41,40,23,16,282,106832,101051,53
REST002411,4.1,1309,33,32,18,24,274,53923,49402,50
REST002412,3.9,1184,80,50,26,10,326,361860,348820,72
REST002413,3.7,3604,30,28,19,9,90,65828,64478,52
REST002414,4.2,3056,37,25,25,16,366,399672,392901,59
REST002415,3.9,3932,54,37,22,8,210,145782,140112,56
REST002416,4,1918,77,49,21,11,186,79935,72774,54
REST002417,3.2,2335,53,35,21,10,115,114016,110969,57
REST002418,4.3,1569,45,33,21,14,150,167677,164302,62
REST002419,4.4,3166,50,44,18,21,124,67718,64618,57
REST002420,4.4,4623,76,46,18,10,290,133643,122623,47
REST002421,4,282,33,27,21,16,143,21690,19330,55
REST002422,3.9,1275,58,31,16,11,151,170092,165713,47
REST002423,4.1,3955,89,52,22,14,119,136259,130964,64
REST002424,3.6,3151,30,29,22,12,135,22428,20403,48
REST002425,3.8,1719,30,23,22,8,120,78530,76730,50
REST002426,3.9,3318,82,46,19,6,253,295918,285545,42
REST002427,4.2,4554,54,38,23,23,326,187511,178709,68
REST002428,4.4,3885,49,25,26,19,365,205005,196063,61
REST002429,4,2172,48,41,23,12,267,50163,43755,46
REST002430,3.9,238,36,39,18,9,181,61742,58484,53
REST002431,3.6,3134,61,45,12,11,125,113960,110147,50
REST002432,4.2,4555,34,38,22,20,344,281199,275351,65
REST002433,4.6,3533,36,33,17,21,196,155196,151668,65
REST002434,4.5,188,55,34,26,8,362,224751,214796,70
REST002435,4.2,2739,86,53,21,11,233,142286,132267,54
REST002436,3.8,1423,40,32,17,9,169,29877,26497,43
REST002437,4,3997,30,24,21,23,118,62084,60314,59
REST002438,3.5,2707,30,29,18,12,200,30668,27668,43
REST002439,4.7,554,52,30,27,28,335,104422,95712,59
REST002440,4.4,2262,92,54,17,14,110,83996,78936,56
REST002441,5,3211,59,34,17,29,211,160769,154544,43
REST002442,4.1,1527,34,39,22,24,107,26039,24220,51
REST002443,4,4223,64,43,16,16,179,129309,123581,42
REST002444,3.9,840,35,32,21,15,197,202163,198715,61
REST002445,4,4258,79,43,26,14,313,307128,294764,68
REST002446,3.2,686,93,45,23,14,195,43543,34476,64
REST002447,3.9,3041,86,48,22,9,134,54245,48483,64
REST002448,4.1,4708,49,44,25,22,251,51204,45054,60
REST002449,4.4,4077,70,36,22,10,138,159091,154261,48
REST002450,4.4,4327,30,14,21,16,212,118743,115563,47
REST002451,4.1,2649,59,39,18,15,198,132648,126807,56
REST002452,3.2,1864,82,44,22,9,107,85463,81076,51
REST002453,3,1451,57,41,18,12,90,63910,61345,53
REST002454,4.1,4349,80,47,17,12,118,44562,39842,48
REST002455,3.8,515,64,47,16,6,121,78161,74289,47
REST002456,4.7,2435,87,51,17,40,207,51543,42538,49
REST002457,3.3,465,35,23,18,8,203,199752,196199,46
REST002458,3.7,2392,75,49,17,11,122,61667,57092,48
REST002459,4.1,1101,93,62,18,25,180,181843,173473,60
REST002460,3.9,1684,76,52,24,11,256,62064,52336,59
REST002461,4.1,747,79,46,23,24,110,82921,78576,54
REST002462,4.9,1140,30,21,24,34,368,83624,78104,57
REST002463,4.3,3402,92,49,25,13,348,278226,262218,61
REST002464,3.1,3016,67,48,27,12,275,296507,287295,72
REST002465,4,552,30,27,21,16,254,246811,243001,51
REST002466,3.9,2203,30,37,21,7,161,92594,90179,46
REST002467,3.5,1267,30,25,26,5,213,69825,66630,59
REST002468,4.3,1215,72,51,18,19,144,59158,53974,40
REST002469,4.7,4884,49,27,23,35,392,265619,256015,56
REST002470,3.8,195,60,38,27,15,292,248118,239358,61
REST002471,3.7,515,30,25,21,11,175,76037,73412,51
REST002472,3.7,806,67,45,21,14,165,164501,158974,51
REST002473,4,748,82,48,21,25,175,69816,62641,55
REST002474,4,3955,77,48,18,15,134,79772,74613,49
REST002475,3.7,381,34,34,23,14,165,165165,162360,61
REST002476,4.2,1249,86,50,22,21,281,232988,220905,50
REST002477,4.3,3159,47,39,20,15,154,42134,38515,61
REST002478,3.7,1519,49,42,17,13,116,82704,79862,46
REST002479,3.9,3562,35,27,27,12,324,129612,123942,57
REST002480,4.1,1142,55,36,19,12,155,166730,162467,51
REST002481,3.4,3334,48,36,22,12,82,54110,52142,47
REST002482,3.7,473,89,59,17,14,167,35899,28468,64
REST002483,3.9,2817,80,59,13,9,123,153131,148211,43
REST002484,3.9,4780,67,46,24,9,325,164255,153367,56
REST002485,3.6,2029,59,49,21,6,105,18663,15566,48
REST002486,4.3,1955,31,24,22,21,277,35433,31140,54
REST002487,3.7,2571,30,31,19,10,128,114359,112439,57
REST002488,3.7,474,41,29,20,10,236,81561,76723,45
REST002489,3.7,1084,50,34,17,15,149,90897,87172,51
REST002490,3.5,3828,91,54,16,6,146,83395,76752,45
REST002491,4.6,1826,79,52,24,30,375,379905,365092,63
REST002492,3.8,3324,41,37,24,13,326,234876,228193,65
REST002493,4.1,869,64,43,23,12,355,80091,68731,66
REST002494,4.1,256,77,44,23,23,326,365485,352934,71
REST002495,4.9,3361,43,27,13,32,170,122313,118658,45
REST002496,4.3,4577,53,48,20,15,124,88387,85101,48
REST002497,3.8,315,33,28,15,7,122,132321,130308,54
REST002498,3.1,3321,37,38,22,12,76,64200,62794,62
REST002499,4.2,2766,72,47,19,24,214,212688,204984,58
REST002500,3.7,2267,80,44,17,13,208,203024,194704,60
